# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  F19  Mg24  Mg25  Mg26  Al27  Si28  Si29  Si30  K39  K41
2.018500E+02  3.746700E+02  5.466941E+02  4.267829E+01  9.235647E+01  4.705615E+00  8.591844E+00  1.402320E+01  4.848422E+01  2.879555E+00  1.802649E+00  7.683497E+01  9.598518E-01
2.065517E+02  3.713576E+02  5.322366E+02  4.200423E+01  8.936194E+01  5.170455E+00  8.098855E+00  1.317780E+01  4.776952E+01  2.882643E+00  1.532834E+00  7.389633E+01  8.922467E-01
2.113629E+02  3.634858E+02  5.041583E+02  4.015380E+01  8.656766E+01  4.829188E+00  7.780358E+00  1.225183E+01  4.462527E+01  3.308888E+00  1.945090E+00  7.089516E+01  8.719367E-01
2.162862E+02  3.607395E+02  4.975544E+02  3.893391E+01  7.970309E+01  4.719262E+00  7.341074E+00  1.168891E+01  4.208009E+01  2.534418E+00  1.267209E+00  6.596043E+01  7.646952E-01
2.213241E+02  3.446709E+02  4.773893E+02  3.723633E+01  7.850801E+01  4.846701E+00  8.049366E+00  1.135879E+01  3.969170E+01  2.604835E+00  1.515928E+00  5.993255E+01  7.259375E-01
2.264794E+02  3.382023E+02  4.643109E+02  3.611748E+01  7.371638E+01  3.755717E+00  7.386243E+00  1.055774E+01  3.745284E+01  2.149105E+00  1.314501E+00  5.596018E+01  5.424924E-01
2.317548E+02  3.304835E+02  4.479103E+02  3.639641E+01  7.010132E+01  3.772177E+00  6.015093E+00  9.868831E+00  3.556041E+01  2.589549E+00  1.631212E+00  5.317750E+01  4.689734E-01
2.371531E+02  3.221637E+02  4.238860E+02  3.385429E+01  6.782814E+01  3.506978E+00  6.137211E+00  8.727592E+00  3.491037E+01  2.490751E+00  1.235413E+00  4.913754E+01  6.575583E-01
2.426771E+02  3.130779E+02  4.144514E+02  3.187638E+01  6.447324E+01  3.505039E+00  5.802787E+00  9.288353E+00  3.242161E+01  2.239330E+00  1.070984E+00  4.500081E+01  5.257558E-01
2.483298E+02  3.053044E+02  3.959594E+02  3.080826E+01  6.273924E+01  3.292050E+00  6.165458E+00  8.563136E+00  3.035156E+01  2.169328E+00  1.389131E+00  4.268248E+01  3.996130E-01
2.541141E+02  3.002888E+02  3.781132E+02  2.880526E+01  6.028834E+01  3.496054E+00  5.448638E+00  7.810334E+00  2.796844E+01  1.971180E+00  1.097166E+00  3.892150E+01  4.277088E-01
2.600332E+02  2.892555E+02  3.682342E+02  2.776794E+01  5.584482E+01  2.671392E+00  4.942984E+00  8.486668E+00  2.834947E+01  1.962656E+00  9.268096E-01  3.512790E+01  4.724912E-01
2.660901E+02  2.815346E+02  3.528906E+02  2.651430E+01  5.349033E+01  2.841452E+00  4.688396E+00  7.813993E+00  2.630119E+01  1.846944E+00  1.118822E+00  3.258790E+01  3.374224E-01
2.722882E+02  2.777120E+02  3.389919E+02  2.676115E+01  5.008604E+01  2.620579E+00  4.599030E+00  7.479931E+00  2.388024E+01  1.631354E+00  8.330318E-01  3.167256E+01  3.991611E-01
2.786306E+02  2.677611E+02  3.217780E+02  2.543968E+01  4.440072E+01  2.170852E+00  4.189067E+00  7.072230E+00  2.381154E+01  1.611180E+00  7.123110E-01  2.744093E+01  3.731153E-01
2.851207E+02  2.658095E+02  3.142214E+02  2.391590E+01  4.410270E+01  2.386618E+00  3.795385E+00  6.248297E+00  2.109836E+01  1.441915E+00  8.784079E-01  2.406506E+01  2.486060E-01
2.917620E+02  2.538958E+02  2.991812E+02  2.329052E+01  4.366568E+01  2.348488E+00  4.227278E+00  5.620175E+00  1.928999E+01  1.344307E+00  6.478588E-01  2.350108E+01  3.077329E-01
2.985580E+02  2.470402E+02  2.878917E+02  2.127255E+01  4.047166E+01  2.184235E+00  3.466286E+00  4.890788E+00  1.807534E+01  1.092118E+00  5.698005E-01  1.991136E+01  1.424501E-01
3.055124E+02  2.431183E+02  2.751051E+02  2.058725E+01  3.730763E+01  1.856101E+00  3.650332E+00  5.119745E+00  1.763296E+01  1.237401E+00  4.949602E-01  1.893223E+01  2.320126E-01
3.126287E+02  2.356041E+02  2.642630E+02  1.960471E+01  3.555148E+01  1.874313E+00  2.751007E+00  4.897397E+00  1.623397E+01  1.118541E+00  6.650787E-01  1.665720E+01  1.209234E-01
3.199107E+02  2.280550E+02  2.539491E+02  1.958682E+01  3.229018E+01  1.757791E+00  2.511130E+00  4.830233E+00  1.531790E+01  9.010527E-01  5.760828E-01  1.499293E+01  1.329422E-01
3.273624E+02  2.256642E+02  2.412974E+02  1.792842E+01  3.086228E+01  1.544558E+00  2.858153E+00  4.229490E+00  1.455060E+01  8.516720E-01  5.918398E-01  1.300604E+01  1.010458E-01
3.349876E+02  2.193707E+02  2.294851E+02  1.697016E+01  3.055475E+01  1.706891E+00  2.426324E+00  3.752338E+00  1.238554E+01  9.451378E-01  3.949830E-01  1.225858E+01  5.642614E-02
3.427905E+02  2.147770E+02  2.232275E+02  1.559132E+01  2.743301E+01  1.447470E+00  2.412450E+00  3.694495E+00  1.226903E+01  5.789881E-01  3.997775E-01  9.663587E+00  6.892715E-02
3.507751E+02  2.096591E+02  2.080425E+02  1.568098E+01  2.628316E+01  1.495352E+00  2.168933E+00  3.260136E+00  1.091203E+01  7.005251E-01  2.963760E-01  9.564862E+00  9.430145E-02
3.589457E+02  2.026749E+02  1.995680E+02  1.457364E+01  2.377596E+01  1.290168E+00  1.843098E+00  2.922626E+00  9.834243E+00  7.240741E-01  2.632997E-01  7.859496E+00  2.632997E-02
3.673066E+02  1.954884E+02  1.912815E+02  1.438342E+01  2.270728E+01  1.299397E+00  1.891201E+00  2.611658E+00  9.070045E+00  4.631512E-01  2.444409E-01  7.346093E+00  2.573062E-02
3.758623E+02  1.911266E+02  1.809303E+02  1.228330E+01  2.136061E+01  1.005797E+00  1.810435E+00  2.715652E+00  8.599564E+00  5.280434E-01  2.891666E-01  6.663405E+00  6.286231E-02
3.846173E+02  1.861617E+02  1.727328E+02  1.204055E+01  1.883486E+01  9.337571E-01  1.474353E+00  2.641550E+00  7.887790E+00  4.300197E-01  2.457256E-01  5.934272E+00  6.143139E-02
3.935762E+02  1.802072E+02  1.630978E+02  1.102207E+01  1.831008E+01  7.684229E-01  1.356747E+00  1.849018E+00  7.095905E+00  3.842115E-01  2.761520E-01  5.547053E+00  4.802643E-02
4.027437E+02  1.757884E+02  1.551378E+02  1.067731E+01  1.564049E+01  8.330646E-01  1.255464E+00  1.994662E+00  6.547184E+00  2.815993E-01  1.877329E-01  4.716788E+00  3.519991E-02
4.121248E+02  1.702849E+02  1.430755E+02  1.006734E+01  1.503222E+01  7.797031E-01  1.387413E+00  1.547940E+00  5.756043E+00  3.439867E-01  2.407907E-01  3.864117E+00  3.439867E-02
4.217245E+02  1.693333E+02  1.358073E+02  9.625283E+00  1.446594E+01  7.731601E-01  1.098111E+00  1.792835E+00  4.717397E+00  3.361566E-01  1.568731E-01  3.473618E+00  3.361566E-02
4.315477E+02  1.614053E+02  1.296061E+02  9.252883E+00  1.180427E+01  8.103116E-01  8.979129E-01  1.467321E+00  4.675717E+00  3.832555E-01  2.299533E-01  2.912742E+00  3.285047E-02
4.415997E+02  1.552487E+02  1.252433E+02  8.271796E+00  1.112894E+01  5.885495E-01  9.844829E-01  1.230604E+00  4.066342E+00  1.926162E-01  1.391117E-01  2.204386E+00  1.070090E-02
4.518859E+02  1.531056E+02  1.138802E+02  7.393324E+00  1.027954E+01  6.274391E-01  7.947562E-01  1.098018E+00  3.806464E+00  1.882317E-01  1.254878E-01  2.196037E+00  1.045732E-02
4.624117E+02  1.489665E+02  1.091113E+02  7.460075E+00  9.003187E+00  4.803062E-01  7.153497E-01  1.032147E+00  3.331486E+00  1.941663E-01  9.197353E-02  1.747497E+00  1.021928E-02
4.731826E+02  1.444271E+02  1.013846E+02  6.391463E+00  8.368823E+00  3.595198E-01  6.491330E-01  8.488662E-01  3.105852E+00  1.797599E-01  4.993331E-02  1.468039E+00  4.993331E-02
4.842045E+02  1.417544E+02  9.726156E+01  5.328598E+00  8.422308E+00  4.098922E-01  5.953196E-01  8.685810E-01  2.947320E+00  1.463901E-01  1.951868E-02  1.337029E+00  3.903735E-02
4.954830E+02  1.374118E+02  8.644507E+01  5.045172E+00  6.656957E+00  4.291735E-01  6.389916E-01  8.011238E-01  2.384297E+00  1.430578E-01  9.537188E-02  1.106314E+00  1.907438E-02
5.070243E+02  1.323547E+02  8.220324E+01  4.883730E+00  5.918260E+00  3.168832E-01  5.592057E-01  7.828880E-01  1.975860E+00  1.304813E-01  6.524066E-02  8.854090E-01  0.000000E+00
5.188344E+02  1.302163E+02  7.708053E+01  4.599512E+00  5.583170E+00  2.368065E-01  5.009369E-01  5.646925E-01  1.885344E+00  1.001874E-01  8.197149E-02  6.375561E-01  9.107944E-03
5.309196E+02  1.239056E+02  7.195263E+01  4.477013E+00  5.251367E+00  3.382236E-01  3.916274E-01  5.696398E-01  1.575410E+00  8.010559E-02  5.340373E-02  6.052423E-01  8.900622E-03
5.432863E+02  1.229813E+02  6.565265E+01  3.818430E+00  4.453386E+00  1.391683E-01  3.827128E-01  3.218267E-01  1.313401E+00  8.698019E-02  8.698019E-02  5.044851E-01  8.698019E-03
5.559411E+02  1.190684E+02  6.182920E+01  3.417011E+00  4.046013E+00  1.955006E-01  1.955006E-01  3.910013E-01  1.224004E+00  7.650025E-02  6.800022E-02  4.080013E-01  0.000000E+00
5.688906E+02  1.144060E+02  5.670047E+01  2.865757E+00  3.613346E+00  2.408898E-01  2.408898E-01  2.907290E-01  1.162916E+00  4.983926E-02  3.322617E-02  3.904075E-01  8.306543E-03
5.821418E+02  1.115908E+02  5.187059E+01  3.076519E+00  3.328160E+00  1.379969E-01  2.354064E-01  2.841112E-01  8.604511E-01  1.623493E-02  2.435239E-02  2.354064E-01  8.117463E-03
5.957016E+02  1.097487E+02  4.839733E+01  2.736777E+00  2.641585E+00  1.031249E-01  1.586537E-01  2.538460E-01  8.646629E-01  5.552881E-02  1.586537E-02  1.110576E-01  0.000000E+00
6.095773E+02  1.053590E+02  4.411730E+01  2.387652E+00  2.387652E+00  1.162818E-01  7.752117E-02  1.938029E-01  6.976906E-01  3.100847E-02  3.100847E-02  1.938029E-01  0.000000E+00
6.237762E+02  1.020062E+02  4.036310E+01  2.439362E+00  2.083306E+00  1.212105E-01  1.287862E-01  2.196941E-01  6.893848E-01  1.515132E-02  0.000000E+00  1.363618E-01  0.000000E+00
6.383058E+02  9.810000E+01  3.670514E+01  1.917433E+00  1.932239E+00  8.883858E-02  1.332579E-01  1.332579E-01  6.366765E-01  2.961286E-02  0.000000E+00  1.628707E-01  0.000000E+00
6.531738E+02  9.703175E+01  3.371369E+01  1.729093E+00  1.823144E+00  1.157551E-01  8.681636E-02  1.808674E-01  3.110920E-01  2.170409E-02  7.234697E-03  5.787757E-02  0.000000E+00
6.683882E+02  9.465336E+01  3.065559E+01  1.576613E+00  1.399863E+00  7.777017E-02  6.363014E-02  7.777017E-02  3.110807E-01  1.414003E-02  1.414003E-02  6.363014E-02  0.000000E+00
6.839570E+02  9.281661E+01  2.740142E+01  1.409453E+00  1.202180E+00  2.763633E-02  6.909082E-02  8.290898E-02  2.487269E-01  2.072725E-02  2.763633E-02  4.836357E-02  0.000000E+00
6.998884E+02  8.734144E+01  2.434703E+01  1.195071E+00  9.992682E-01  7.426993E-02  4.051087E-02  9.452537E-02  2.160580E-01  2.025544E-02  0.000000E+00  2.025544E-02  0.000000E+00
7.161909E+02  8.607250E+01  2.187277E+01  9.369333E-01  9.699239E-01  3.299061E-02  7.257934E-02  3.299061E-02  1.583549E-01  6.598122E-03  0.000000E+00  1.979437E-02  0.000000E+00
7.328731E+02  8.238521E+01  2.077523E+01  8.575747E-01  6.318972E-01  4.513551E-02  5.803137E-02  8.382309E-02  1.483024E-01  1.289586E-02  0.000000E+00  5.803137E-02  0.000000E+00
7.499439E+02  7.945760E+01  1.820404E+01  8.380540E-01  6.427181E-01  1.890347E-02  8.191505E-02  5.671042E-02  1.953359E-01  1.260232E-02  0.000000E+00  3.780695E-02  0.000000E+00
7.674123E+02  7.731025E+01  1.561599E+01  8.436084E-01  4.803026E-01  1.231545E-02  1.847318E-02  4.926181E-02  4.310408E-02  0.000000E+00  6.157726E-03  1.231545E-02  0.000000E+00
7.852877E+02  7.527364E+01  1.452639E+01  6.498963E-01  4.814047E-01  6.017559E-03  3.610535E-02  3.610535E-02  6.017559E-02  0.000000E+00  0.000000E+00  1.805268E-02  0.000000E+00
8.035794E+02  7.154905E+01  1.230806E+01  4.939689E-01  3.998796E-01  1.176116E-02  2.940291E-02  3.528349E-02  2.940291E-02  5.880582E-03  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  6.905838E+01  1.186124E+01  4.597379E-01  3.045764E-01  1.724017E-02  1.149345E-02  0.000000E+00  2.873362E-02  0.000000E+00  0.000000E+00  1.724017E-02  0.000000E+00
8.414509E+02  6.684621E+01  1.006933E+01  4.717367E-01  2.583320E-01  2.246365E-02  1.123183E-02  1.123183E-02  3.931139E-02  5.615913E-03  0.000000E+00  5.615913E-03  0.000000E+00
8.610508E+02  6.507215E+01  8.336392E+00  3.951417E-01  1.481781E-01  1.097616E-02  1.097616E-02  1.097616E-02  7.134502E-02  0.000000E+00  0.000000E+00  1.097616E-02  0.000000E+00
8.811073E+02  6.235740E+01  7.631769E+00  2.520683E-01  1.340789E-01  1.072631E-02  0.000000E+00  5.363155E-03  2.681577E-02  0.000000E+00  0.000000E+00  5.363155E-03  0.000000E+00
9.016309E+02  6.042959E+01  6.498932E+00  2.096430E-01  1.205447E-01  5.241075E-03  5.241075E-03  2.096430E-02  2.096430E-02  0.000000E+00  5.241075E-03  0.000000E+00  0.000000E+00
9.226326E+02  5.956110E+01  5.669803E+00  2.048709E-01  1.024355E-01  5.121773E-03  0.000000E+00  5.121773E-03  1.536532E-02  0.000000E+00  0.000000E+00  5.121773E-03  0.000000E+00
9.441234E+02  5.676383E+01  4.819995E+00  1.451504E-01  9.509856E-02  0.000000E+00  5.005187E-03  0.000000E+00  1.001037E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  5.513423E+01  4.245610E+00  1.663027E-01  8.804260E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  5.297582E+01  3.604057E+00  1.147180E-01  4.779917E-02  4.779917E-03  9.559834E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
